F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,Target
520.14,-10364.45,1,4.18,-607.84,Europe,4534.12,11.4,Very high,60.69,70.62,-154.84,4983.39,-107.01,-8.56,-1889.16,1360.3,-1691.36,-2182.96,2065.6,-0.42,22.78,5.23,-30.47,0.06,25.09,-24.66,-6263.91,-600.47,4018.02,4,17.62,-5.42,-2.51,17.34
546.87,-10141.61,6,6.66,-475.81,USA,4562.8,9.36,High,58.59,74.37,-132.92,4807.32,92.19,-6.25,1608.97,1581.76,-1872.1,-2633.92,-68.66,-0.57,-138.64,5.65,-33.44,2.4,118.35,-31.96,10448.52,-732.76,4509.51,4,83.26,1.78,-35.88,135.39
8.28,-14068.98,4,6.72,-532.69,USA,6367.8,15.06,Medium,94.8,63.27,-272.42,4521.69,-100.53,-10.26,-1242.57,2692.12,-1384.34,-1418.1,985.92,-2.94,-1836.96,2.3,-26.12,1.5,169.88,-44.8,4072.17,19.35,2159.76,3,102.91,-3.68,-96.53,296.81
302.97,-12354.11,4,4.98,224.75,Europe,4912.88,13.77,Low,67.77,58.05,-226.64,5359.26,-49.26,-12.29,-208.05,1989.08,-1234.54,-2218.72,1529.8,8.64,-1017.22,5.19,-27.82,0.3,121.44,-30.26,-27.42,506.25,3754.56,2,37.64,-1.76,13.79,58.14
376.89,-12436.4,6,6.02,-492.41,USA,3675.42,24.9,Low,62.25,68.16,-116.6,5296.05,-170.79,-11.24,-2406.52,1168.34,-2162.56,-1048.56,742.8,-8.88,-1002.14,1.7,-27.59,37.52,40.66,-26.76,-3030.33,51.85,4524.12,5,3.28,-13.8,-27.7,364.28
266.13,-9662.2,8,13.46,74.81,UK,5149.28,37.92,Low,56.16,61.77,-151.5,4509.87,-20.7,-4.26,-160.68,2673.82,-483.12,-2071.04,1463.22,-8.67,590.06,1.71,-30.49,0.06,114.73,-45.56,-2548.5,-1120.52,4746.48,2,65.89,-5.12,-40.08,587.3
260.16,-10133.73,6,9.26,-94.16,UK,4725.76,16.02,Very low,75.81,81.03,-134.38,3858.36,31.38,-11.94,-3982.67,838.96,-1341.16,-1597.1,1331.24,-13.2,-941.88,6.01,-26.35,0.02,146.06,-43.76,17722.56,-355.94,6462.48,7,-4.8,-1.26,-24.92,-8.93
361.53,-10812.29,4,13.1,-116.38,Rest,4932.46,16.11,Very high,101.55,25.68,-82.78,4041.66,-38.91,-10.05,-1479.27,2461.18,-1596.64,-1855.12,876.44,-0.72,-830,3.89,-30.54,0.68,95.22,-15.52,-686.58,35.16,5354.91,3,82.59,19.78,-68.24,650.54
515.61,-7944.75,8,4.2,-257.44,Rest,4554.6,15.93,Medium,64.2,66.45,-229,2803.95,-90.63,-10.77,3018.18,783.64,-3148.22,-2277.86,1476.3,15.27,-2252.24,8.59,-32.15,1.54,148.48,-10.48,-1884.36,-454.64,1842.75,3,80.82,4.58,-64.68,196.14
101.85,-16520.54,2,4.22,422.76,Europe,5755.34,21.6,Medium,69.3,46.53,-122.62,4654.08,-131.61,-10.8,-522.97,2617.02,-1999.82,-1569.02,1221.2,8.91,-1748.32,5.92,-29.24,23.74,147.28,-30.7,33744.39,-352.21,4269.57,7,5.84,-10.96,-47.99,-8.93
282.09,-9164.83,8,15.66,-512.23,Europe,4580.4,22.65,Very low,21.39,87.42,-216.7,5234.55,-30.15,-10.22,1376.82,2186.66,-2289.86,-2874.86,1706.58,-6.39,-295.28,5,-29.79,0.28,84,-11.6,13889.1,-345.06,4548.66,4,58.76,-3,-53.74,103.99
448.26,-4931.82,4,5.46,-549.3,Rest,5856,-1.92,Very low,75,58.62,-262.1,2997.33,-251.22,-7.16,-46.58,1406.84,-1969.42,-777.84,1743.9,-12.54,-320.22,12.99,-26.25,0.38,52.15,-31.24,1272,-679.15,4655.91,2,49.13,-11.6,-42.57,-8.93
471.6,-14111.51,4,3.5,-173.47,UK,3148.1,9.75,Low,66.12,58.59,-283.88,4426.38,-19.11,-3.33,3542.46,1910.74,-1003.1,-2514.24,1830.08,2.04,-411.96,1.2,-27.14,33.46,155.72,-20.38,-2120.07,14.46,3784.41,1,52.25,-7.52,18.92,449.05
227.07,-14237.72,5,3.24,-382.67,UK,4419.78,5.46,High,67.74,49.92,-278.3,3692.55,-46.38,-10.74,1278.72,1021.38,-1871.72,-1991.08,546.72,29.31,255.18,5.7,-26.92,1.36,107.09,-22.58,-507.72,-359.46,3262.53,3,79.93,-8.56,-76.25,157.43
565.29,-14235.14,5,2.8,-227.35,UK,4372.16,25.65,Very low,67.26,81.96,-89.64,4213.08,-106.89,-9.04,1676.43,1398.2,-1330.84,-1527.66,1259.98,13.14,206.74,3.38,-27.94,11.54,133.71,-16.58,26421.93,-398.39,4804.44,5,28.15,-28.74,-63.9,299.1
275.67,-10662.7,3,3.44,388.52,USA,4500.8,10.38,Low,77.73,56.85,-199.28,4785.69,-63.63,-10.62,574.47,3003.18,-1980.4,-2074.76,-300.54,-3.87,140.04,2.78,-23.3,0.04,96.16,-22.46,-2329.53,45.37,3184.2,3,47.86,4.22,-43.99,95.04
450.15,-7481.92,7,3.08,-311.05,USA,3577.12,29.64,Very high,66.06,70.02,-255.88,4582.26,51.84,-6.58,-4478.92,2779.84,-1737.32,-3352.12,763.86,2.85,309.2,5.79,-30.43,182.48,90.65,-14.94,2261.22,-235.53,3477.96,6,54.76,-11.56,-4.2,376.1
319.89,-10300.9,7,4.4,-238.83,Rest,4304.14,15.57,High,58.92,64.83,-180.3,4106.07,-160.29,-11.38,3092.21,2055.9,-1812.02,-1435.64,1709.3,5.55,291.14,8.24,-25.68,1.02,106,-46.54,-13290,-221.46,5121.69,2,6,-16.42,-79.67,436.4
256.44,-11346.23,1,9.46,-496.71,UK,3758.04,35.55,Very low,60.06,94.11,-125.08,5364.78,-0.63,-0.88,2539.73,2054.42,-1191.92,-1624.76,1068.78,51.21,-525.62,5.78,-36.07,1,126.35,-20.96,-5970.93,-261.75,3956.73,4,63.56,-10.94,-30.72,-8.93
352.95,-10403.14,5,5.26,-121.91,UK,4544.14,15.66,Low,66,63.18,-283.04,5654.91,30.03,-11.44,-3406.37,3110.88,-2696.38,-2715.26,1055.88,-4.8,-653.02,2.66,-29.15,21.28,148.06,-22.42,3209.34,-546.3,4357.05,6,44.48,-5.16,-76.17,158.89
428.22,-13136.19,2,6.02,-301.7,Europe,3407.44,13.02,Very high,67.41,66.72,-258.36,3284.1,-62.25,-5.21,3031.78,2874.22,-2370.22,-2493.58,98.22,-3.15,-78.12,3.6,-36.94,0.3,34.25,-25.18,7133.34,-762.36,4252.77,2,11.23,-0.96,-27.47,123
449.97,-6782.47,4,1.44,-395.34,Europe,5963.24,32.4,Very low,57.63,54.45,-170.08,4467.15,-88.98,-5.68,-3429.72,804.44,-2532,-1795.14,1169.52,33.78,-511.34,2.89,-28.59,0.02,97.62,-21.34,-14730.81,-48.17,1489.56,3,35.08,-18.52,-61.98,168.63
250.11,-10611.94,9,13.36,-282.2,Rest,3935.52,15.72,Very high,63.06,64.71,-177.32,4100.58,-28.44,-9.12,6352.44,3387.8,-1115.8,-2269.08,-174.62,-2.31,-529.78,7.98,-23.87,88.14,-49.56,-24.4,-6769.56,-306.67,4254.33,3,24.95,1.2,-94.19,611.76
574.2,-8603.46,7,1.7,-770.2,Europe,5960.4,18.42,High,41.85,71.64,-165.22,3931.08,-45.03,-9.13,1961.38,1964.3,-1142.34,-1811.86,2463.46,8.79,-1127.9,3.59,-31.52,1.2,-33.8,-46.38,-2694.66,-442.88,1197.84,3,70.55,-4.76,-29.84,224.69
-87.69,-14728.4,3,11.5,-466.45,Rest,4377.22,31.26,Low,75.18,63.96,-247.86,4937.04,-213.99,-7.67,8409.93,2332.14,-746.84,-2616.6,1694.98,13.2,-261.08,1.13,-29.3,106.22,147.27,-16.72,2759.19,-397.97,4102.29,2,37.25,-5.48,-50.32,720.39
115.05,-11708.81,4,5.52,242.82,UK,3257.86,5.79,Very high,72.72,67.53,-156.94,5012.49,-134.22,-6.16,1071.24,1751.58,-995.5,-2308.92,690.24,5.73,-308.98,0.78,-38.55,2997.22,120.4,-32.4,11738.1,-824.73,1284.09,6,90.07,3.88,-102.59,298.13
707.97,-4604.89,4,3.48,-413.74,USA,3754.7,6.69,High,64.8,76.74,-179.18,5184.54,-156.39,-9.82,3449.07,1513.54,-1307.96,-2144.72,848.34,19.47,-176.06,4.07,-30.39,0.3,137.34,11.52,-2221.53,-408.89,4515.33,1,-12.14,1,-88.34,167.04
268.71,-12742.19,1,14.8,-79.12,UK,4200.88,25.08,Medium,60.57,55.17,-263.98,4016.13,-17.37,-5.56,981.57,1194.22,-1872.52,-2296.98,142.72,-0.03,-1061.46,0.67,-26.04,5.92,112.84,-25.46,-2027.43,-46.16,3668.16,5,26.26,0.8,-24.96,355.78
199.32,-8999.26,3,10.26,-447.06,UK,6339.36,-9.99,Very high,60.27,71.04,-321.8,4390.32,-19.71,-10.31,1496.61,1311.56,-2188.8,-2073,599.86,0.18,-633.44,1.06,-25.63,10.64,113.93,-0.64,-4130.88,-512.65,5123.46,3,71.89,-5.06,-76.31,38.94
290.91,-10587.87,3,7.18,-322.28,USA,4480.56,4.89,Medium,60.15,73.8,-150.2,4489.08,-175.65,-6.1,-1058.34,1880.88,173.82,-1718.52,656.14,12.48,-265.2,3.96,-27.06,0.18,114.89,0.58,2967.78,-624.9,9219.18,2,20.77,15.84,-33.09,94.61
293.07,-9302.9,9,5.32,-567.61,USA,2537.02,24.66,Low,52.35,61.29,-149.42,3000.51,-152.31,-9.66,20.88,1991.8,-1578.7,-2289.38,1287.72,-2.85,238.58,2.09,-30.35,0.02,161.43,-19.98,-171.27,-507.06,5077.62,5,45.97,-6.04,1.18,420.47
226.44,-9180.19,3,3.5,-884.79,USA,4497.36,13.05,Low,61.86,75.72,-150.94,5182.14,-47.19,-2.72,1985.27,3267.22,-1416.92,-1765.46,651.68,0.9,-428.12,1.74,-28.85,1.02,120,-20.42,3218.55,-293.52,3421.14,5,0.22,5.46,-41.37,56.18
321.75,-5804.98,3,19.84,-79.06,Europe,4190.38,-0.63,Very low,57.54,63.36,-161.02,4426.38,-104.1,-8.19,4213.81,1831.3,-743.22,-2069.48,1335.52,-10.92,-14.24,5.68,-34.63,0.08,222.87,-23.8,-1702.32,-491.5,3778.41,4,70.53,11.44,-53.13,-8.93
282.39,-9066.56,2,6.84,-204.65,USA,4609.68,17.07,Medium,64.53,63.45,-149.72,4452.33,-150.9,-12.3,-1403.95,3051.18,-1824.66,-1372.76,1249.02,0.93,-715.84,0.68,-32.32,750,136.35,-26.84,17111.88,-239.87,4167.63,5,77.73,-0.92,-55.95,178.66
346.95,-7154.72,0,2.18,-578.05,Europe,4745.22,7.92,Low,82.11,60.36,-228.04,4282.35,-200.58,-9.99,2989.4,717.2,-1403.74,-981.56,522.16,17.37,-1035.94,5.96,-30.16,139.56,177.52,-36.64,1815.96,-687.76,4893.45,7,102.51,4.36,-87.63,-8.93
325.14,-11108.04,4,1.56,38.1,Rest,4061.44,2.25,Very high,84.18,68.46,-229.62,5381.46,59.1,-10.48,7106.97,950.6,-891.64,-2378.9,681.62,10.68,-1561.08,5.67,-29.57,282.68,154.2,-19.9,6698.04,-576.19,3019.38,7,19.43,7.42,2.96,-8.93
362.76,-8412.12,3,9.02,-157.39,Rest,5364.78,13.83,Very low,58.44,57.03,-257.18,3608.61,-50.1,-14.39,-2187.94,2508.3,-1448.22,-2489.14,1123.42,-15.33,-769.3,2.8,-28.06,13.48,144.93,-22.18,-6129.27,65.16,3725.52,5,-6.89,3.26,-63.1,-7.74
288.27,-9963.15,4,3.88,-178.6,Rest,3908.06,10.02,Very high,57.66,65.91,-251.88,4295.94,9.99,-11.26,-1171.8,2878.8,-2979.16,-1253.86,862.42,-5.07,197.12,7.45,-32.66,32.76,233.43,-18.3,-2580.51,-86.32,3263.82,1,5.02,-10.5,-64.43,373.11
539.58,-9821.7,2,3.22,-306.79,UK,7638.44,-3.57,Medium,23.55,70.41,-164.2,2581.56,-87.63,-7.2,36.64,1716.92,-2156.6,-2209.28,1082.76,-11.67,255.42,5.72,-30.6,0.86,102.71,-23.24,15376.68,-699.1,4327.77,6,48.69,-5.3,-52.59,-8.93
264.57,-10969.96,2,22.3,-153.52,USA,5430.26,8.58,Very high,55.02,64.71,-291.8,4687.41,-258.99,-10.27,4690.87,2197.12,-1109.3,-2119.64,-222.5,0.6,-795.54,3,-28.69,98.02,48.86,-33.4,-4384.77,-737.52,5002.44,6,55.28,14.54,-28.49,11.34
-16.8,-12578.38,6,2.24,-424.88,USA,4574.36,9.57,Low,68.19,66.15,-221.48,4056.6,-36.45,-6.93,4360.58,1609.1,-2169.26,-2356.06,1141.96,-2.28,522.72,0.46,-36.43,2.6,131.16,-12.72,27971.28,-495.89,3854.22,2,67.84,-0.18,-12.88,336.66
306.69,-8610.44,5,5.08,-889.61,USA,4901.46,0.51,Medium,77.97,64.77,-115.62,4994.64,-217.11,-9.61,-7621.22,2077.12,-1340.42,-1582.9,959.82,-31.41,-602.26,2.87,-28.18,1.38,199.1,-20.6,-8311.08,-66.9,3316.08,4,2.47,-4.14,-15.31,119.34
187.83,-13554.74,5,28.82,-652.95,UK,5044.72,11.76,Very high,68.01,80.94,-175.08,5684.13,-180.45,-4.96,4611.66,2191.06,-1607.64,-1947.98,1307.02,-0.12,-305.56,0.59,-24.39,1.02,93.56,-45.92,-1494.54,-271.75,4399.32,2,70.37,-6.3,-66.07,560.28
251.34,-7682.32,1,11.44,-142.81,USA,4456.08,12.81,High,59.61,76.38,-184.16,3731.58,-101.64,-9.61,5179.39,1618.6,-925.98,-2806.7,668.06,2.82,-136.88,7.72,-23.19,4.86,173.27,-23.02,-9565.08,126.73,4295.37,4,65.73,-14.02,-104.08,-8.93
227.22,-6219.29,2,23.92,-332.66,UK,3611.68,18.99,Very low,65.94,64.23,-202.62,5159.49,-130.17,-13.45,9.4,1574.42,-1702.38,-1034.52,239.44,2.04,-1611.84,2.83,-24.77,0.5,147.26,-19.1,-2976.72,-687.61,4827.42,7,43.51,-1.16,-91.46,-8.93
319.53,-8220.79,5,0.78,49.19,Rest,4770.56,19.83,High,72.21,40.77,-195.44,3335.01,-117.78,-11.11,4304.47,1397.9,-1966.46,-1883.62,718.66,11.73,-194.12,3.76,-25.68,0.02,62.76,-9.86,-26069.67,-362.01,3652.05,2,95.57,-1.64,-41.1,674.35
30.24,-9873.69,3,5.4,209.21,Rest,5757.12,9.42,Very low,65.43,54.48,-339.6,3834.39,-214.74,-6.26,1160.71,2502.06,-1075.52,-2109.26,1692.76,26.34,-364.44,15.89,-22.84,0.2,103.44,-37.66,3620.49,-45.79,4331.43,2,103.74,20.66,-37.56,-8.93
290.55,-12931.05,1,13.7,-12.87,Europe,5348.04,21.27,Very high,55.95,64.41,-193.3,5128.47,-123.81,-6.72,2538.15,999.62,-1300.92,-2378.2,1246.74,5.55,-236.04,3.13,-34.29,17.36,120.48,-18.64,-11447.94,-311.15,4032.99,6,-9.68,-4.54,-32.31,57.43
367.35,-8421.65,5,3.82,-38.25,Rest,3192.16,5.28,Very high,66.6,68.46,-170.26,5068.02,56.28,-12.31,5451.34,2042.14,-2016.42,-1894.08,1333.26,2.91,-390.38,3.59,-30.02,0.12,172.75,-27.58,213.24,-297.62,2848.47,5,50.38,-16.06,-38.7,119.67
243.6,-9911.83,4,8.48,-415.37,Europe,3561.58,9.09,High,61.02,90.75,-60.48,5808.45,-136.8,-9.7,7625.76,1998.62,-492.84,-1470.44,1294.46,-13.38,-214.38,6.71,-31.67,0.66,145.81,5.8,-3247.65,-205.36,6755.1,2,26.61,-15.88,-43.53,16.96
334.8,-8741.39,4,12.92,28.29,UK,5204.4,22.44,Very low,92.34,68.76,-166.88,3492.3,28.14,-7.11,-3191.71,2596.4,-1434.78,-2061.12,415.68,-6.21,-506.76,4.5,-32.79,0.36,92.26,-28.8,4843.65,-357.82,5478.9,7,29.67,-4.04,-68.35,-8.93
312.42,-9560.53,2,11.38,179.62,Rest,3506.9,7.98,Very low,52.02,62.46,-216.92,5736.09,-12.27,-4.2,6915.29,3083.02,-2372.14,-1836.68,1054.86,15.24,-789.04,3.12,-27.05,106.66,148.29,-18.74,-995.04,-217.11,3820.23,5,5.54,-5.96,-22.99,-8.93
327.09,-9723.18,5,9.22,190.23,USA,4685.66,20.01,Very low,54.36,67.41,-164.38,6110.85,15.39,-3.6,-395.79,2272.98,-1445.78,-1770.56,1123.66,1.11,-950.8,10.98,-29.42,1.88,132.53,-15.58,-29063.85,0.06,3881.76,2,33.46,-4.46,-71.89,-8.93
278.79,-15663.55,6,5.96,-22.82,UK,5209.06,17.61,High,74.46,60.21,-235.12,3665.55,-20.79,-10.96,4426.7,1691.44,-1286.68,-1802.86,1070.04,22.56,-29.98,8.38,-29.01,4.42,124.59,-8.76,-11241.63,-596.23,8179.23,5,54.77,-2.54,-17.93,62.25
356.49,-8772.08,3,4.44,108.65,UK,4554.64,19.26,High,68.28,65.82,-247.62,4964.4,-125.34,-11.95,3083.43,2625.06,-1497.14,-1755.68,536.82,-0.48,-1145.82,1.9,-29.13,20.44,117.38,-23.16,32663.52,-884.06,4513.32,3,18.07,-18.72,-77.3,455.51
355.98,-11740.21,5,0.72,-323.41,Rest,5354.16,20.58,Low,99.6,65.34,-221.9,5203.29,-138.96,-5.84,3499.11,2483.84,-1936.8,-1805.66,1320.78,-2.52,351.32,0.77,-22.28,0.06,75.93,-25.5,-4985.7,-5.42,3023.22,4,22.74,-6.88,-70.86,641.5
441.33,-8048.82,3,11.94,-347.79,Europe,4271.46,20.07,Very high,52.59,68.7,-219.86,4116.87,-84.39,-3.76,5730.98,2627.02,-1104.3,-1509.42,226.08,1.17,-969.44,1.85,-34.95,3.32,123.62,-22.06,-834.99,-73.88,2921.85,2,26.29,12.88,-51.82,212.4
435.72,-11075.23,2,8.62,-92.18,Rest,4556.98,13.92,Low,66.42,65.16,-120.6,3846.09,-177.06,-8.35,1676.53,1510.68,-1317.5,-2647.3,368.3,-9.69,-135.28,1.47,-27.87,0.1,109.77,-18.84,2062.56,-1056.92,3599.4,5,44.65,1.32,-97.75,39.96
169.53,-11570.94,1,16.46,-470.26,USA,5139.06,19.83,High,40.74,60.21,-146.16,4371.63,-61.38,-10.85,5000.45,85.78,-1241.32,-1582.04,1611.58,13.17,732.64,3.44,-28.95,74.42,161.65,-29.46,-14878.29,87.87,4088.1,2,54.44,20.66,-103.91,205.41
158.76,-8370.1,6,17.66,-649.04,USA,3013.94,27.54,Very high,66.54,59.34,-258.56,6829.32,-55.44,-10.5,4936.83,1442.06,-1678.88,-2514.14,-96.56,0.36,-558.78,5.96,-27.86,16.68,121.13,-22.74,-4412.49,-526.61,3617.73,5,88.67,-12.12,-56.51,278.33
677.43,-15565.32,5,4.78,-539.95,Rest,4250.74,15.57,Medium,73.26,75.78,-177.22,4053.87,27.48,-5.45,6138.74,2434.08,-1530.54,-729.8,1701.14,-22.71,280.88,8.99,-20.18,0.12,157.15,-19.74,-5135.73,366.88,7042.59,2,9.35,-8.46,-86.74,71.02
422.85,-9183.85,4,13.78,11.59,Rest,4713.8,26.01,Medium,67.98,75.87,-257.18,6697.89,-72.15,-10.47,-1272.05,1705.46,-535.74,-1948.8,204.64,-9.48,-1864.88,5.12,-27.18,14.22,70.04,-15.4,20817.06,45.04,3904.02,6,73.92,-6.48,-83.67,171.95
22.23,-10845.9,6,1.9,-320.65,Europe,4312.66,20.94,Very high,75.33,63.81,-238.46,4074.36,-80.16,-10.67,1452.57,2866.76,-532.56,-2120.64,306.5,-6.69,-102.92,5.09,-28.37,1.3,151.48,-16.7,-7730.31,-432.49,4303.53,4,50.39,-1.82,-35.84,188.7
265.98,-7427.75,2,2.1,-539.75,UK,5433.52,19.32,High,61.89,69.96,-221.42,4500.6,-119.73,-10.37,2990.81,2475.1,-2266.78,-2697.92,639.18,15.03,-1126.98,4.65,-27.66,3.44,214.04,-18.78,24564.81,-181.32,4698.6,4,19.41,3.14,-111.82,62.86
100.05,-5957.58,6,3.98,175.7,Rest,4217.78,12.63,Low,67.05,70.44,-283.1,2490.69,-22.92,-5.71,2489.65,2026.16,-2006.58,-1418.14,453.54,0.63,-232.42,3.94,-29.23,0.58,125.93,-18.8,-8912.61,-258.89,3539.52,4,-36.62,-4.22,32.01,117.45
365.4,-11507.07,2,3.88,-68.84,Europe,3178.42,9.72,Very high,57.72,48.15,-183.68,3836.37,-70.92,-9.12,981.12,526.54,-1590.72,-1765.72,1474.42,4.8,-360.04,3.24,-30.08,5.56,103.96,-18.7,-30540.66,338,3733.47,2,62.3,-0.44,-80.72,113.22
522.57,-14867.01,5,5.08,-457.08,UK,3497.8,19.5,Medium,65.76,91.8,-120.68,4553.64,126.81,-12.27,5833.17,1734.88,-1083.92,-1349.24,2065.62,3.99,-339.3,5.39,-30.73,0,157.42,-20.42,-2975.25,-966.9,5211.27,1,44.91,-2.7,-39.22,457.87
252.48,-7890.87,4,8.16,-153.64,USA,5228.86,11.49,Medium,50.28,59.04,-170.36,4421.13,135.27,-9.78,-4079.57,1219.48,-1407.92,-1924.86,714.4,1.53,-372.58,3.77,-45.09,893.18,87.44,-34.12,-11142.15,-765.16,3871.68,5,-0.57,-3.94,-57.85,84.38
261.24,-10386.93,1,12.84,-65.21,UK,3575.5,10.89,Low,48.06,62.52,-222.34,4931.16,32.34,-6.91,-2298.63,2224.42,-1099.54,-2316.18,776.46,0.69,-903.1,4.33,-36.5,1.48,159.25,-21.76,-4421.4,-651.36,3011.82,6,69.33,1.14,-55.03,-8.93
119.07,-10845.95,5,8.94,475.68,Europe,2742.3,26.73,High,96.99,56.19,-170.96,5046,-100.8,-11.27,3394.4,1841.02,-2240.9,-3017.4,593,-3.66,491.76,0.31,-29.32,0.58,135.57,-24.28,-23195.85,-540.54,4321.89,5,62.59,-21.84,-44.33,268.83
317.22,-12855.07,2,2.16,-294.91,UK,4548.86,18.3,High,63.18,69.03,-169.5,2027.25,35.88,-8.76,277.79,1573.58,-2052.14,-2277.22,701.36,6,-1074.38,6.64,-30.87,0.92,109.56,-24.26,-28857.39,-454.37,3993.75,5,94.93,-17.4,-71.58,-8.93
321.96,-11549.75,6,6.04,-6.86,Europe,4854.56,15.96,Very low,62.64,83.58,-297.44,6714.21,-174.84,-9.11,-3701.08,1401.9,-2103.22,-729.68,1238.84,-4.86,-1003.04,2.75,-31.95,1.22,-90,-22.36,6120.45,-78.07,4171.83,3,-28.74,-9.58,-114.86,134.29
112.17,-7334.44,7,3,-72.12,USA,3961.84,18.21,Very low,79.5,59.1,-152.58,5657.25,3.78,-5.25,-1890.26,2614.9,-1657.52,-1559.46,2359.5,-13.68,-235.28,5.79,-30.59,0,133.13,-28.32,3575.61,-264.98,4345.5,6,45.03,-11.4,36.8,22.22
173.76,-9262.01,1,6.22,-595.46,Rest,2640.5,14.1,Very high,73.5,53.94,-158.74,4551.63,-192.72,-9.12,1422.29,2887.84,-2652.26,-1269.74,718.56,-10.89,4.9,3.16,-28.16,30.62,95.06,-23,-18111.87,-929.94,3775.17,3,87.7,-4.7,-74.86,316.46
269.67,-7122.26,3,3.1,-160.89,Europe,4409.24,15.24,Low,72.09,37.47,-174.52,5901.99,-57.45,-5.84,3982.34,3298.78,-1684.26,-1746.42,425.08,-12.81,7.26,0.51,-19,22.96,86.69,-28.92,-1220.61,-164.65,6373.74,4,1.51,-1.92,-5.21,62.08
314.73,-12448.93,2,1.76,347.08,Rest,4489.78,6.51,High,66.72,61.92,-225.66,4218.33,-234.51,-5.63,-1278.63,1916.22,-1346.3,-2701.86,930.68,-1.23,-1953.44,1.16,-30.06,21.88,117.23,-19.78,2933.73,190.88,4152.75,7,46.08,-2.52,-93.57,25.18
208.14,-6534.71,4,2.72,-575.62,Europe,5274.9,12.45,Medium,93.9,85.29,-179.96,4273.17,-40.71,-12.87,4919.05,1042.56,-1368.16,-2675.9,769.62,-2.64,-330.12,2.73,-29.21,26.38,113.6,-21.88,-1693.14,-449.84,4797.12,3,52.17,11.98,-76.27,64.55
125.61,-3118.23,7,13.1,-203.41,Europe,3976.98,14.88,Very low,65.67,80.73,-230.16,4693.89,-106.86,-4.79,5216.76,1478.3,-1247.96,-2009.8,127.72,2.37,406.28,2.31,-25.94,0.08,84.79,-23.56,1261.11,-554.53,2750.73,5,46.37,-18.68,7.23,32.13
363.33,-9883.43,0,5.28,-490.88,Rest,5243,5.64,Medium,72.99,56.37,-174.72,6707.1,-40.71,-6.48,-1135.58,906.8,-1766.64,-1781.58,603.54,-8.37,-499.44,11.7,-28.16,13.88,92.32,-22.66,-7717.35,-700.1,4423.17,4,34.89,13.6,-54.14,-8.93
242.16,-9109.77,5,9.78,214.06,Europe,4532.6,8.16,Medium,89.07,69.21,-257.16,2327.31,-99.51,-8.21,-5550,771.44,-2789.26,-1766.8,1677.42,-6.15,-655.32,1.92,-28.5,0.44,126.72,-36.44,1937.31,-243.48,4196.64,3,-4.4,-1.24,-68.58,137.18
252.69,-8268.95,7,5.46,-16.05,UK,4626.76,26.46,Very low,60.51,86.19,-201.56,4859.88,-212.16,-11.04,-2612.52,2068.8,-540.68,-2115.14,1311.82,6.12,-611.78,1.51,-33.96,6.38,110.46,-21.12,-6660.81,-327.03,6916.74,4,62.7,-8.48,-46.09,532.58
336.93,-8898.42,8,3.2,-370.26,Europe,4377.6,-1.92,Very high,75.54,64.65,-174.7,5522.67,-141.9,-14.99,2781.93,2373.2,-993,-2164.42,964.2,-16.47,-1707.66,11.04,-28.58,2.02,55.63,-25.32,-10025.1,-828.2,4492.77,3,49.86,-6.92,-46.39,-8.93
186.15,-12580.71,3,20.22,208.37,USA,4856.76,18.48,Very high,57.42,58.53,-266.04,3818.46,-45.93,-6.76,-4472.42,917.36,-904.22,-1446.6,1375.9,22.68,-382.32,9.3,-27.43,0.02,160.19,-34.5,21705.54,57.44,4106.16,3,90.94,-4.88,-46.58,111.86
338.43,-13259.37,2,10.72,183.29,Rest,3876.06,23.1,Medium,60.06,34.11,-105.5,2068.32,-9.75,-8.75,-2586.3,2920.86,-650.14,-2167.66,1488.58,-10.56,160.88,3.4,-29.35,1.66,117.46,-24.36,-7477.47,216.73,3359.97,5,13.56,-5.06,-33.44,293.92
215.61,-8760.59,5,8,-2.7,UK,2982.08,24,Very low,55.32,62.28,-259,4877.64,-33.21,-6.41,4962.83,2347.98,-2302.46,-1715.82,-521.48,13.32,-433.96,1.69,-29.1,21.24,98.53,-21.82,-6996.3,-540.58,4508.37,4,110.96,-21.32,-42.95,346.53
374.49,-8997.74,4,3.46,-33.42,Europe,4050.28,22.47,Medium,56.28,55.62,-150.46,3170.52,-46.5,-9.3,5850.45,1631.38,-1181.58,-2179.58,-503.46,-4.26,-144.64,3.37,-29.06,0.72,354.57,-24.28,-146.94,-971.27,3803.4,4,90.7,-8.62,7.55,90.59
275.37,-11071.78,4,7.02,-636.75,UK,1710.52,0.93,Very low,52.56,62.13,-308.68,5117.34,-251.82,-7.17,-889.28,1888.34,-2380.96,-1793.88,-804.76,-12.96,-918.36,12.63,-27.83,0.16,98.56,-21.14,3210,-375.6,2832.87,3,54.36,-4.32,-83.53,-8.93
326.55,-9691.32,3,3.16,-337.66,Europe,4506.72,27.03,High,72.39,64.8,-323.1,4903.56,-175.23,-7.87,4127.75,1585.7,-1695.66,-3218,1210.6,-0.36,-502.08,1.16,-23.92,2.52,106.4,-26.04,8787.96,-404.83,4860.63,7,27.1,-20.62,-73.2,111.75
